0,892420643555336193
1,892177421306343426
2,891815181378084864
3,891689557279858688
4,891327558926688256
5,891087950875897856
6,890971913173991426
7,890729181411237888
8,890609185150312448
9,890240255349198849
10,890006608113172480
11,889880896479866881
12,889665388333682689
13,889638837579907072
14,889531135344209921
15,889278841981685760
16,888917238123831296
17,888804989199671297
18,888554962724278272
20,888078434458587136
21,887705289381826560
22,887517139158093824
23,887473957103951883
24,887343217045368832
25,887101392804085760
26,886983233522544640
27,886736880519319552
28,886680336477933568
29,886366144734445568
31,886258384151887873
33,885984800019947520
34,885528943205470208
35,885518971528720385
37,885167619883638784
38,884925521741709313
39,884876753390489601
40,884562892145688576
41,884441805382717440
42,884247878851493888
43,884162670584377345
44,883838122936631299
45,883482846933004288
46,883360690899218434
47,883117836046086144
48,882992080364220416
49,882762694511734784
50,882627270321602560
51,882268110199369728
52,882045870035918850
53,881906580714921986
54,881666595344535552
56,881536004380872706
57,881268444196462592
58,880935762899988482
59,880872448815771648
60,880465832366813184
61,880221127280381952
62,880095782870896641
63,879862464715927552
65,879492040517615616
66,879415818425184262
67,879376492567855104
69,879050749262655488
70,879008229531029506
71,878776093423087618
72,878604707211726852
75,878281511006478336
76,878057613040115712
77,877736472329191424
79,877556246731214848
80,877316821321428993
81,877201837425926144
82,876838120628539392
83,876537666061221889
84,876484053909872640
85,876120275196170240
86,875747767867523072
87,875144289856114688
88,875097192612077568
89,875021211251597312
90,874680097055178752
92,874296783580663808
93,874057562936811520
94,874012996292530176
96,873580283840344065
98,873213775632977920
99,872967104147763200
100,872820683541237760
102,872620804844003328
103,872486979161796608
104,872261713294495745
105,872122724285648897
106,871879754684805121
107,871762521631449091
108,871515927908634625
110,871102520638267392
111,871032628920680449
112,870804317367881728
114,870656317836468226
115,870374049280663552
116,870308999962521604
117,870063196459192321
119,869772420881756160
120,869702957897576449
121,869596645499047938
122,869227993411051520
123,868880397819494401
125,868622495443632128
126,868552278524837888
127,867900495410671616
128,867774946302451713
129,867421006826221569
131,867051520902168576
133,866720684873056260
134,866686824827068416
135,866450705531457537
136,866334964761202691
138,865718153858494464
139,865359393868664832
140,865006731092295680
141,864873206498414592
142,864279568663928832
143,864197398364647424
144,863907417377173506
145,863553081350529029
147,863432100342583297
150,863062471531167744
151,862831371563274240
152,862722525377298433
153,862457590147678208
154,862096992088072192
156,861383897657036800
157,861288531465048066
158,861005113778896900
161,860563773140209665
162,860524505164394496
163,860276583193509888
164,860184849394610176
166,859924526012018688
167,859851578198683649
168,859607811541651456
169,859196978902773760
170,859074603037188101
172,858843525470990336
173,858471635011153920
174,858107933456039936
175,857989990357356544
176,857746408056729600
177,857393404942143489
178,857263160327368704
181,857029823797047296
183,856543823941562368
187,856282028240666624
190,855857698524602368
191,855851453814013952
192,855818117272018944
193,855459453768019968
196,854732716440526848
197,854482394044301312
198,854365224396361728
199,854120357044912130
200,854010172552949760
201,853760880890318849
202,853639147608842240
203,853299958564483072
205,852912242202992640
206,852672615818899456
207,852553447878664193
208,852311364735569921
209,852226086759018497
210,852189679701164033
213,851591660324737024
214,851464819735769094
215,851224888060895234
216,850753642995093505
217,850380195714523136
219,850145622816686080
220,850019790995546112
221,849776966551130114
223,849412302885593088
