672160042234327040,pupper,1
672205392827572224,pupper,1
672254177670729728,pupper,1
672481316919734272,pupper,1
672594978741354496,pupper,1
672614745925664768,pupper,1
672622327801233409,pupper,1
672898206762672129,pupper,1
672970152493887488,pupper,1
672975131468300288,pupper,1
672988786805112832,pupper,1
673148804208660480,pupper,1
673295268553605120,pupper,1
673342308415348736,pupper,1
673363615379013632,pupper,1
673612854080196609,pupper,1
673656262056419329,pupper,1
673697980713705472,pupper,1
673707060090052608,pupper,1
673919437611909120,pupper,1
673956914389192708,pupper,1
674038233588723717,pupper,1
674262580978937856,pupper,1
674318007229923329,pupper,1
674447403907457024,pupper,1
674638615994089473,pupper,1
674737130913071104,pupper,1
674774481756377088,pupper,1
675006312288268288,pupper,1
675113801096802304,pupper,1
675334060156301312,pupper,1
675740360753160193,pupper,1
675845657354215424,pupper,1
675898130735476737,pupper,1
676263575653122048,pupper,1
676470639084101634,pupper,1
676575501977128964,pupper,1
676593408224403456,pupper,1
676603393314578432,pupper,1
676617503762681856,pupper,1
676819651066732545,pupper,1
676916996760600576,pupper,1
676936541936185344,pupper,1
677269281705472000,pupper,1
677557565589463040,pupper,1
678278586130948096,pupper,1
678341075375947776,pupper,1
678389028614488064,pupper,1
678708137298427904,pupper,1
678800283649069056,pupper,1
679503373272485890,pupper,1
679527802031484928,pupper,1
679777920601223168,pupper,1
679828447187857408,pupper,1
680100725817409536,pupper,1
680145970311643136,pupper,1
680176173301628928,pupper,1
680191257256136705,pupper,1
680473011644985345,pupper,1
680836378243002368,pupper,1
681231109724700672,pupper,1
681654059175129088,pupper,1
681679526984871937,pupper,1
681694085539872773,pupper,1
681891461017812993,pupper,1
682406705142087680,pupper,1
682788441537560576,pupper,1
683078886620553216,pupper,1
683111407806746624,pupper,1
683142553609318400,pupper,1
683462770029932544,pupper,1
683481228088049664,pupper,1
683828599284170753,pupper,1
683834909291606017,pupper,1
684147889187209216,pupper,1
684588130326986752,pupper,1
684830982659280897,pupper,1
684880619965411328,pupper,1
685169283572338688,pupper,1
685268753634967552,pupper,1
685307451701334016,floofer,1
685547936038666240,pupper,1
685641971164143616,pupper,1
685667379192414208,pupper,1
685943807276412928,pupper,1
686007916130873345,pupper,1
686377065986265092,pupper,1
686618349602762752,pupper,1
686683045143953408,pupper,1
686760001961103360,pupper,1
687096057537363968,pupper,1
687312378585812992,pupper,1
687476254459715584,pupper,1
687704180304273409,pupper,1
687818504314159109,pupper,1
688179443353796608,pupper,1
688519176466644993,pupper,1
688894073864884227,pupper,1
688916208532455424,pupper,1
689143371370250240,pupper,1
689623661272240129,pupper,1
689905486972461056,pupper,1
689993469801164801,floofer,1
690015576308211712,pupper,1
692417313023332352,pupper,1
692752401762250755,pupper,1
692828166163931137,pupper,1
692905862751522816,pupper,1
693095443459342336,pupper,1
693262851218264065,pupper,1
693590843962331137,pupper,1
693629975228977152,pupper,1
694329668942569472,pupper,1
695074328191332352,pupper,1
695095422348574720,pupper,1
696100768806522880,pupper,1
696518437233913856,pupper,1
696713835009417216,pupper,1
696877980375769088,pupper,1
697596423848730625,pupper,1
697616773278015490,pupper,1
699036661657767936,pupper,1
699434518667751424,pupper,1
699801817392291840,pupper,1
700143752053182464,pupper,1
700151421916807169,pupper,1
700864154249383937,pupper,1
701545186879471618,pupper,1
701805642395348998,pupper,1
702598099714314240,pupper,1
703268521220972544,pupper,1
703407252292673536,pupper,1
703611486317502464,pupper,1
704134088924532736,pupper,1
704347321748819968,pupper,1
704761120771465216,pupper,1
704859558691414016,pupper,1
705428427625635840,pupper,1
705975130514706432,pupper,1
706310011488698368,pupper,1
707315916783140866,pupper,1
707411934438625280,pupper,1
708845821941387268,pupper,1
710117014656950272,pupper,1
711008018775851008,pupper,1
711968124745228288,pupper,1
712309440758808576,pupper,1
716080869887381504,doggo,1
716447146686459905,pupper,1
717009362452090881,pupper,1
717790033953034240,pupper,1
719704490224398336,pupper,1
719991154352222208,doggo,1
720340705894408192,pupper,1
721001180231503872,pupper,1
724004602748780546,pupper,1
724405726123311104,pupper,1
724771698126512129,doggo,1
725786712245440512,pupper,1
727314416056803329,pupper,1
727524757080539137,pupper,1
727644517743104000,doggo,1
728015554473250816,pupper,1
728035342121635841,pupper,1
730573383004487680,pupper,1
732375214819057664,doggo,1
733109485275860992,doggo,1
733109485275860992,pupper,1
733822306246479872,floofer,1
735137028879360001,pupper,1
735256018284875776,doggo,1
735648611367784448,pupper,1
736365877722001409,pupper,1
736392552031657984,pupper,1
737445876994609152,floofer,1
738537504001953792,puppo,1
739238157791694849,doggo,1
739606147276148736,pupper,1
739623569819336705,doggo,1
740676976021798912,pupper,1
741067306818797568,doggo,1
741067306818797568,pupper,1
741743634094141440,pupper,1
742150209887731712,pupper,1
742465774154047488,pupper,1
742534281772302336,doggo,1
743222593470234624,pupper,1
743253157753532416,puppo,1
744223424764059648,pupper,1
744234799360020481,doggo,1
744995568523612160,puppo,1
745433870967832576,doggo,1
746542875601690625,floofer,1
747963614829678593,pupper,1
748337862848962560,pupper,1
748692773788876800,doggo,1
748932637671223296,doggo,1
749075273010798592,doggo,1
749317047558017024,floofer,1
749417653287129088,pupper,1
750011400160841729,doggo,1
750071704093859840,pupper,1
750383411068534784,pupper,1
750506206503038976,pupper,1
750868782890057730,pupper,1
751132876104687617,puppo,1
751456908746354688,pupper,1
751583847268179968,doggo,1
751583847268179968,pupper,1
751950017322246144,pupper,1
752334515931054080,doggo,1
752519690950500352,puppo,1
752660715232722944,doggo,1
752682090207055872,doggo,1
755206590534418437,doggo,1
755955933503782912,pupper,1
756275833623502848,puppo,1
756526248105566208,doggo,1
756939218950160384,pupper,1
757393109802180609,doggo,1
758828659922702336,doggo,1
759793422261743616,doggo,1
759793422261743616,pupper,1
759943073749200896,pupper,1
760521673607086080,doggo,1
760893934457552897,doggo,1
765371061932261376,pupper,1
767191397493538821,doggo,1
768193404517830656,doggo,1
