artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,num_songs,song_id,title,year,process,corrected_location,county,city,state,country,country_code
ARTH9041187FB43E1F,39.76861020000001,"St. Joseph, MO",-94.8467038258343,Eminem,312,1,SOLXDDC12A6701FBFD,I'm Back,2000,Y,"St. Joseph, MO",Buchanan County,St. Joseph,Missouri,USA,us
ARQFUGM1187FB3E24E,34.05369605,"Los Angeles, California, USA",-118.242921218334,Black Label Society,258,1,SOHVHKM12A8C13F716,Counterfeit God,2000,Y,"Los Angeles, USA",Los Angeles County,Los Angeles,California,United States of America,us
ARJ0AL61187B9A3F27,41.71040410000001,Georgia,44.0310814,Katie Melua,193,1,SOFHFLK12AF72A4FB9,Mary Pickford (Used To Eat Roses),2008,Y,Georgia,Tsalka Municipality,,Lower Kartli,Georgia,ge
ARJ2PMY1187FB5B563,40.85172275,NY - Long Island,-73.0992328238247,Burning Spear,334,1,SOVTFUO12A6310D813,The Invasion (Aka Black Wa Da Da),0,Y,"NY, Long Island",Suffolk County,,New York,USA,us
ARWR6RK1187FB3AB52,40.85172275,"Long Island, NY",-73.0992328238247,From Autumn To Ashes,147,1,SOHKXAC12A58A7F6E5,IV,2002,Y,"Long Island, NY",Suffolk County,,New York,USA,us
ARTH03J1187FB3E00C,51.8404967554095,"Hertfordshire, England",-0.0988565402438589,Enter Shikari,236,1,SOBMDHU12A6D4FB3B7,Labyrinth,2007,Y,"Hertfordshire, England",Hertfordshire,East Hertfordshire,England,United Kingdom,gb
ARVUI9A1187FB39AAA,53.40712295,"Liverpool, England",-2.99160780787235,Anathema,401,1,SOZLLTY12A8C132D24,The Sweet Suffering,0,Y,"Liverpool, England",,Liverpool,England,United Kingdom,gb
ARVDYLW11F4C83ED5D,18.1862837,Jamaica,-77.3905458,Anthony B.,225,1,SORDKWD12A81C2297B,Mad Dem,0,Y,Jamaica,Clarendon,,,Jamaika,jm
ARDI1XT1187FB3EA46,34.05369605,"Los Angeles, CA",-118.242921218334,The Byrds,260,1,SOZCDJR12AC468ADEE,Tell Sarah Jane,0,Y,"Los Angeles, CA",Los Angeles County,Los Angeles,California,United States of America,us
ARN3I151187FB41637,39.95240015,"Philadelphia, PA",-75.1629878834212,Gogi Grant,159,1,SONMFYG12AB018C987,When The Tide Is High,2002,Y,"Philadelphia, PA",Philadelphia County,Philadelphia,Pennsylvania,United States of America,us
ARPANXO1187B9B468A,40.85172275,"Long Island, NY",-73.0992328238247,Public Enemy Featuring Paris,281,1,SOJKYYP12AB018CBAD,Hard Rhymin',2005,Y,"Long Island, NY",Suffolk County,,New York,USA,us
AR0D6EL1187B9AF46B,33.89491365,"Compton, California",-118.226754462915,Eazy-E,208,1,SONPYGH12A6701F6CF,I'mma Break It Down,1988,Y,"Compton, California",Los Angeles County,Compton,California,United States of America,us
ARL1MEI1187B9AD98B,40.486208836734704,"New Brunswick, New Jersey",-74.4518063673469,Streetlight Manifesto,120,1,SOOXUVP12A6D4FDC81,A Moment Of Violence (Album Version),2003,Y,"New Brunswick, New Jersey",Middlesex County,New Brunswick,New Jersey,United States of America,us
ARWD25M1187FB4C563,51.5073203,London,-0.12765724122807,Amy Winehouse,229,1,SOSELMV12A6D4FCF5A,Valerie,2007,Y,London,,London,England,United Kingdom,gb
AR677KZ1187B9AEC78,52.390805,Random,-2.5844805,Steps,231,1,SOYCLVO12AB017B630,Never Say Never Again,1999,Y,Random,Shropshire,,England,United Kingdom,gb
ARSENTP1187B9BA2A5,41.50510675,"Cleveland, OH",-81.6936526499885,Jim Brickman,274,1,SOQHAHC12AB0180635,Gathering,2007,Y,"Cleveland, OH",Cuyahoga County,Cleveland,Ohio,USA,us
AR3FE581187FB3F90A,40.6501525,"Brooklyn, NY",-73.9496656,Fabolous,246,1,SOIMRXV12A58A7F1B5,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),2003,Y,"Brooklyn, NY",Kings County,New York,New York,United States of America,us
ARQ3EJL1187B98BF06,42.33155005,"Detroit, MI",-83.0465512,Carl Craig / Moritz Oswald,852,1,SOLRJKY12AB017D675,Movement 6,0,Y,"Detroit, MI",Wayne County,Detroit,Michigan,USA,us
ARC8CQZ1187B98DECA,29.299319897959197,"Galveston, TX",-94.7945932857143,Jack Johnson,228,1,SOOQPIK12A6701F1C5,Fortunate Fool,2000,Y,"Galveston, TX",Galveston County,,Texas,USA,us
ARUSOMY1187FB4D3B4,40.4417509,"Pittsburgh, PA",-79.99009095074841,Anti-Flag,299,1,SOBMWTE12A8C13C2AF,The Modern Rome Burning,2008,Y,"Pittsburgh, PA",Allegheny County,Pittsburgh,Pennsylvania,USA,us
ARRQISZ120AB960FC9,21.315603,Hawaii,-158.008804,Eve,265,1,SOBMZOH12A58A7A6AE,Gangsta B's,0,Y,Hawaii,Honolulu County,Ewa Beach,Hawaii,USA,us
ARJM42R1187B9B69AA,40.486208836734704,"New Brunswick, NJ",-74.4518063673469,Jaheim,269,1,SOVKAOP12A8AE47BE7,Life Of A Thug (Explicit Album Version),2007,Y,"New Brunswick, NJ",Middlesex County,New Brunswick,New Jersey,United States of America,us
ARIH5GU1187FB4C958,54.9738095,Newcastle,-1.61316585,Silverchair,207,1,SOXLEKB12A8C1338EE,Spawn (Again),0,Y,Newcastle,Tyne and Wear,Newcastle upon Tyne,England,United Kingdom,gb
ARBP0WQ1187FB4D7E0,52.47760079999999,"Birmingham, England",-1.8939359,GBH,207,1,SOXBSAW12A8C14321F,Tokyo After Dark,1996,Y,"Birmingham, England",West Midlands Combined Authority,Birmingham,England,United Kingdom,gb
ARFF4B41187FB48151,49.26088995,"Vancouver, British Columbia, Cana",-123.113949636515,The New Pornographers,265,1,SOLSRKX12A8C14466D,Hey_ Snow White,0,Y,"Vancouver, Canada",Metro Vancouver Regional District,Vancouver,British Columbia,Canada,ca
AR6CLFP1187B9ACB94,38.58138579999999,"Sacramento, CA",-121.49471775,Daniel Johnston,270,1,SOQBYJC12A8C1358D9,To Go Home,1982,Y,"Sacramento, CA",Sacramento County,Sacramento,California,USA,us
ARMK4631187FB5CE4A,36.8368359,California - LA,-119.7958714,Larry Norman,201,1,SOCHNZF12AAFF4052F,I've Searched All Around,1972,Y,"California, LA",Fresno County,Fresno,California,USA,us
AR2UQQ51187B9AC816,43.6777346,"Arles, France",4.63091895357143,Gipsy Kings,194,1,SOWEZSI12A81C21CE6,Tu Quieres Volver,1987,Y,"Arles, France",Arles,,Provence-Alpes-Côte d'Azur,France,fr
AREEAVN1187FB5BC58,51.5073203,"London, England",-0.12765724122807,The Feeling,207,1,SOLGICR12A6D4F6006,Rosé,2006,Y,"London, England",,London,England,United Kingdom,gb
ARXWAQQ1187B9AE954,40.7357173333333,"Newark, NJ",-74.17235375,Redman / Saukrates / Icadon,204,1,SOWNKBE12A67FFB39F,Get 'em,0,Y,"Newark, NJ",Essex County,Newark,New Jersey,USA,us
ARKN9J11187B9B210D,40.6535907015951,"New York, NY [Queens]",-73.7918826926766,DJ Clue / P. Diddy,64,1,SOJCRCO12A6D4F89BA,Intro,1998,Y,"Queens, New York",Queens County,New York,New York,USA,us
AR3AY3R1187FB52CF0,30.131645982175694,"Vidor, TX",-94.015477982516,Tracy Byrd,209,1,SOOCGEI12A6D4F9624,Walking To Jerusalem,1996,Y,"Vidor, TX",Orange County,Vidor,Texas,USA,us
ARODJ7N1187B9ACE71,41.89520715,"Rome, Italy",12.4862140741321,Daniele Silvestri,262,1,SOPHLBL12A8C131C09,1.000 Euro Al Mese,0,Y,"Rome, Italy",RM,Rome,Lazio,Italy,it
AR12KKK1187FB37D2D,37.7884969,Bay Area CA,-122.3558473,Zion I,159,1,SOSJFFK12A8C1352C3,Big Ups,2000,Y,Bay Area CA,San Francisco City and County,San Francisco,California,USA,us
ARDVZTE1187FB5A0A1,40.4592803854284,"Sayreville, NJ",-74.3610177528976,Bon Jovi,253,1,SOCZUUF12A58A7BE8C,Wildflower,2005,Y,"Sayreville, NJ",Middlesex County,Sayreville,New Jersey,USA,us
ARODJ7N1187B9ACE71,41.89520715,"Rome, Italy",12.4862140741321,Daniele Silvestri,240,1,SOJBCTB12AAF3B189F,Monetine,2008,Y,"Rome, Italy",RM,Rome,Lazio,Italy,it
ART62WC1187FB47E80,34.566928229202,New Mexico,-105.992966812367,Jim Jones featuring Oshy,224,1,SOXMSNK12AF72A8850,This Is For My Bitches,2009,Y,New Mexico,Torrance County,,New Mexico,USA,us
AR1QF001187B9B2B9F,37.9768382341205,"Concord, CA",-122.03355552979299,Dave Brubeck,194,1,SOBWEUA12AB017EBA4,Summer Song,1976,Y,"Concord, CA",Contra Costa County,Concord,California,United States of America,us
AR5OTME1187B98E8A8,52.2004663,"Lutte, Germany",12.6070683,Keimzeit,84,1,SOEZYRF12A8C139649,Urwaldnashorn,1995,Y,"Lutte, Germany",Potsdam-Mittelmark,,Brandenburg,Germany,de
AROETUE1187FB4A677,34.05369605,"Los Angeles, CA",-118.242921218334,Robin Thicke / Game,246,1,SOGHPON12AB01858BD,Diamonds,2009,Y,"Los Angeles, CA",Los Angeles County,Los Angeles,California,United States of America,us
ARSDPQX1187FB3F2E4,54.703777147332296,UK,-3.2779896532852297,Lamb,133,1,SOIJASI12A58A7D041,Learn,0,Y,UK,Cumbria,Allerdale,England,United Kingdom,gb
ARKP69U1187FB4F210,41.68099225,"Toledo, OH",-83.5115463076213,This Beautiful Republic,198,1,SOMYWZG12A6BD5297A,Black Box (Even Heroes Need A Parachute Album Version),2007,Y,"Toledo, OH",Lucas County,Toledo,Ohio,USA,us
ARZPT2V1187B9B9F90,54.703777147332296,Reino Unido,-3.2779896532852297,The Buggles,207,1,SONBCQX12AB01846B6,Kid Dynamo,1979,Y,Reino Unido,Cumbria,Allerdale,England,United Kingdom,gb
AR615ZF1187FB4A4B0,37.8042763,Oakland CA,-122.2716657,Mistah F.A.B. & Turf Talk,284,1,SOSDKSY12AB0185B72,4 All My Ni@#as,0,Y,Oakland CA,Alameda County,Oakland,California,USA,us
AR6PETN1187B998AA2,40.6501525,"BROOKLYN, New York",-73.9496656,SAUCE MONEY FEATURING MAVERICK,312,1,SOAYZVD12A6D4F8145,Section  53_ Row 78 (Explicit) (Feat. Maverick),0,Y,"BROOKLYN, New York",Kings County,New York,New York,United States of America,us
ARJ3TH41187FB4CF2E,51.5073203,"London, England",-0.12765724122807,Ali & Gipp / Tamala Jones / Kyjuan,251,1,SOGPORB12A8C14079B,Get By,0,Y,"London, England",,London,England,United Kingdom,gb
ARMWCWM1187B9A8587,35.771892446478205,Tennessee,-86.28256024667509,The Greencards,299,1,SOJTACC12A58A7EC7C,Chico Calling,2009,Y,Tennessee,Rutherford County,,Tennessee,United States of America,us
AR22WUY1187FB414B6,29.453542,"ISLAND GROVE, Florida",-82.10635699999997,Karyn White,294,1,SOWSDCM12AB01874BA,The Way You Love Me (LP Version),1988,Y,"ISLAND GROVE, Florida",Alachua County,,Florida,USA,us
ARI9UV41187B98AB58,51.0827402760847,"Dorf, Germany",10.422852665054199,Kreidler,128,1,SOYWKMX12A6D4FA6A0,Hillwood,1996,Y,"Dorf, Germany",Unstrut-Hainich-Kreis,Unstrut-Hainich,Thuringia,Germany,de
AR8W8P31187B9A4063,40.7473231,"South Orange, NJ",-74.2629249,Lauryn Hill,198,1,SOASWKO12B0B80C005,Interlude 3,2002,Y,"South Orange, NJ",Essex County,South Orange,New Jersey,USA,us
AR3DLBB1187B98F3DF,38.14985575,"Staunton, VA",-79.0729791673286,The Statler Brothers,201,1,SOHWHCE12A8C133385,Shenandoah,1967,Y,"Staunton, VA",,Staunton,Virginia,USA,us
ARXPE571187FB4AFD0,41.8753754,"Chicago, IL",-87.6248273616119,Rickie Lee Jones,246,1,SONWSOW12A8C13BC80,Danny's All-Star Joint (LP Version),1979,Y,"Chicago, IL",Cook County,Chicago,Illinois,United States of America,us
AR5MDTR1187FB38653,42.0426609563446,"Hoffman Estates, IL",-88.0798551323479,The Academy Is...,186,1,SOONPLI12A58A7BE3F,Almost Here (Album Version),2005,Y,"Hoffman Estates, IL",Cook County,,Illinois,USA,us
AR4L4WQ1187FB51996,51.87797800000001,"Braintree, Essex, England",0.554167442923166,The Prodigy,312,1,SOASNQV12A8AE48819,Charly (Trip Into Drum And Bass Version) (Remastered),0,Y,"Braintree, England",Essex,,England,United Kingdom,gb
AR198711187B9AD09F,52.7916712002511,İngiltere,-0.539883529384761,Simply Red,303,1,SOGRXZY12A8C139043,Thrill Me,1991,Y,ngiltere,Lincolnshire,South Kesteven,England,United Kingdom,gb
ARQ5Y341187B9AC8BC,41.8650153,"Wheaton, IL",-88.11016743612802,Sleeping At Last,297,1,SOQOVYP12A6D4FACF5,A Skeleton Of Something More,2003,Y,"Wheaton, IL",DuPage County,Wheaton,Illinois,USA,us
ARN5L1O1187FB4D955,33.425492085680396,"Tempe, AZ",-111.940012522301,Eyes Set to Kill,158,1,SOTSHSR12AB01899B6,Play The Part,2010,Y,"Tempe, AZ",Maricopa County,Tempe,Arizona,United States of America,us
ARYML1P1187B9AF39B,41.71040410000001,Georgia,44.0310814,Devo,159,1,SOKUUOE12A6D4F80EB,Sloppy (I Saw My Baby Gettin'),1978,Y,Georgia,Tsalka Municipality,,Lower Kartli,Georgia,ge
ARZV4CE1187FB3FFDC,54.6638113,"Bangor, County Down, Ireland",-5.6674943,Foy Vance,261,1,SOGKIUA12A6D4FB715,Elshaneed,2007,Y,"Bangor, Ireland",County Down,,Northern Ireland,United Kingdom,gb
ARI5E6U1187B9B525A,39.33305130601821,"Chillicothe, OH",-82.98240382678229,Nancy Wilson,237,1,SOALLGJ12A8C13C579,This Mother's Daughter (2007 Digital Remaster),0,Y,"Chillicothe, OH",Ross County,Chillicothe,Ohio,United States of America,us
AR6LZB61187B9AF431,51.4913670863579,"Basildon, England",-1.1339374631949095,Depeche Mode,397,1,SODAOIX12A67AD84DA,Precious (Motor Remix),2005,Y,"Basildon, England",West Berkshire,,England,United Kingdom,gb
ARR65F51187FB47D3D,33.9535072309024,"Riverside, CA",-117.396163327698,Voodoo Glow Skulls,192,1,SOGASRU12A8C1389BD,Orlando's Not Here,2000,Y,"Riverside, CA",Riverside County,Riverside,California,USA,us
AR0GSFY1187B9A5A2E,37.57268519667829,Kentucky,-85.157858437262,Rocko,225,1,SOXPTLT12AB017AD74,Dis Morning,0,Y,Kentucky,Marion County,,Kentucky,USA,us
AR11YQ81187FB3C654,30.271149,"Austin, TX",-97.743713,Dixie Chicks,296,1,SOLVZZO12A8C130E19,Give It Up Or Let Me Go,1998,Y,"Austin, TX",Travis County,Austin,Texas,USA,us
ARAIABB1187B9AC6E2,51.516276125,"Paddington, London, England",-0.1792263,Seal,117,1,SOZVZWP12A58A7BAD1,Show Me (Acoustic Version),0,Y,"Paddington, London",,London,England,United Kingdom,gb
ARD1YB31187FB36C3E,42.6182439,Italy,12.6729598,Articolo 31,306,1,SONHLPN12A8C13A726,Domani,1996,Y,Italy,TR,,Umbria,Italy,it
ARZ0RS81187B98F252,42.886398,"Buffalo, NY",-78.8781513429567,Mercury Rev,260,1,SOKRVXP12AAF3B2FA7,Observatory Crest,2005,Y,"Buffalo, NY",Erie County,Buffalo,New York,USA,us
ARQXR6R1187FB46FD6,44.970839672957105,"Minneapolis, MN",-93.2683221991986,Soul Asylum,168,1,SOOUNZH12A6D4F9584,Don't It (make Your Troubles Seem Small) (Album Version),1986,Y,"Minneapolis, MN",Hennepin County,Minneapolis,Minnesota,USA,us
ARVMFTR1187FB4CCF0,40.71274295,"New York, NY",-74.0059502441252,Asobi Seksu,277,1,SOHBYIJ12A6D4FB344,Nefi + Girly,2006,Y,"New York, NY",New York County,New York,New York,USA,us
ARF9Z4Q1187FB5B40B,40.71274295,NY - New York City,-74.0059502441252,The Wiyos,186,1,SOSAXES12AC3DF68E7,Dontchaletmecatchya,0,Y,"NY, New York City",New York County,New York,New York,USA,us
AR2QIVJ1187B9AF497,33.748619500000004,"Atlanta, GA",-84.3907725501786,YoungBloodZ,358,1,SOYPPIV12A8C138E25,Pop_ Pop_ Pop/Cuttin' Tonight Interlude,1999,Y,"Atlanta, GA",Fulton County,Atlanta,Georgia,United States of America,us
ARFMT4W1187FB42FA8,39.8452447,"Decatur, IL",-88.9524008263186,Alison Krauss,260,1,SOXLOVY12AB018156D,When You Say Nothing At All,1995,Y,"Decatur, IL",Macon County,,Illinois,USA,us
ARSMQR01187FB38EB2,33.8356033364525,"Torrance, CA",-118.340659622458,Larry Carlton,521,1,SOEWJOV12AF72A2661,All In Good Time,1989,Y,"Torrance, CA",Los Angeles County,Torrance,California,USA,us
ARHLT3W1187FB5711F,-19.9235832,"Belo Horizonte, Brazil",-43.9447845,Sepultura,190,1,SORTBHH12A8AE4590A,Boycott (Album Version),1998,Y,"Belo Horizonte, Brazil",Microrregião Belo Horizonte,Belo Horizonte,Minas Gerais,Brazil,br
ARRJES71187FB4D09E,44.3104653,"Kingston, Ontario, Canada",-76.4263323218006,Bryan Adams,220,1,SOJCKRB12A58A7CE49,What's It Gonna Be,1983,Y,"Kingston, Canada",,Kingston,Ontario,Canada,ca
ARTYSP51187FB58D11,51.5073203,"London, England",-0.12765724122807,The Magic Numbers,247,1,SOQFADA12A6D4FAAC6,Steal Me A Dream (Demo For Jane Birkin),2007,Y,"London, England",,London,England,United Kingdom,gb
ARZZ5ZR1187FB4D149,39.7848239629081,United States,-100.445877598878,Air,145,1,SOUGUFQ12A6D4F8AAC,Bathroom Girl,0,Y,United States,Decatur County,,Kansas,USA,us
AREBWEH1187B99EA9A,60.1674653,Helsinki,24.9425458,Beherit,266,1,SOYYJNB12AB0184408,Suck My Blood,2009,Y,Helsinki,Helsinki sub-region,Helsinki,Southern Finland,Finland,fi
